,key,gender,age_range,language,dialect,sampling_rate,file_type,mic_type,recording_software
4563,poots-20120107-gqg,Male,Youth,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4564,anonymous-20090711-asg,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4565,anonymous-20090530-wtm,male,adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4566,anonymous-20090722-fgs,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
4567,anonymous-20120717-wxl,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4568,pcsnpny-20150321-mfk,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4569,anonymous-20100602-iwp,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4570,Steltek-20090509-dth,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4571,anonymous-20080403-ela,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4572,paddy-20080911-uwe,Male,Adult,EN,New Zealand English,48000,wav,Studio mic,VoxForge Speech Submission Application
4573,glados-20110220-osl,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4574,anonymous-20131221-eij,Female,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4575,anonymous-20080426-qvq,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4576,ralfherzog-20070819_vf17,male,N/A,N/A,General American,N/A,wav,noise canceling headset,Audacity 1
4577,anonymous-20140517-vso,Male,Adult,EN,Other,48000,wav,Please Select,VoxForge Speech Submission Application
4578,anonymous-20080102-hrx,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4579,camdixon-20141207-irj,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4580,Sven-20140831-etg,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4581,anonymous-20090121-znn,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4582,montana-20091129-gpa,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
4583,farmerjack-20080828-xeh,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4584,grigi-20150813-jez,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4585,anonymous-20090422-syd,Male,Youth,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4586,farmerjack-20080828-jrq,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4587,anonymous-20130626-ilf,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4588,pcsnpny-20150303-nos,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4589,anonymous-20111202-etx,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4590,ColinBeckingham-20091104-fqx,Male,Senior,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4591,soulphox-20100126-dec,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4592,ESimpray-20150125-svl,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4593,volkerbradley-20130102-sal,Male,Senior,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4594,anonymous-20090919-xjn,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4595,anonymous-20080505-pjm,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4596,anonymous-20080324-fvz,Female,Adult,EN,Other,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4597,CarlFK-20080617-tus,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4598,anonymous-20110514-pws,Male,Senior,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4599,kmaclean-20080111-cab,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4600,snblitz-20130127-rnr,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4601,grigi-20150813-sdn,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4602,L1ttl3J1m-20090701-hij,Male,Adult,EN,Australian English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
4603,anonymous-20121208-hdj,Male,Adult,EN,British English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4604,chrisspen-20120505-uxh,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4605,joel-20091116-hih,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4606,asip42-20170122-lxy,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4607,Saul-20080221-qwn,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4608,jbaldus-20160216-mmh,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4609,bhart-20100108-uhg,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4610,anonymous-20101207-wit,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4611,Mark_Reynolds-20070531-cc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4612,anonymous-20081201-ddl,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4613,pcsnpny-20150304-cdl,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4614,camdixon-20130819-owy,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4615,psst-20120331-kcy,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4616,pcsnpny-20150321-jvh,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4617,paddy-20080911-jyl,Male,Adult,EN,New Zealand English,48000,wav,Studio mic,VoxForge Speech Submission Application
4618,anonymous-20150512-lmf,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4619,devin122-20080521-axu,Male,Youth,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4620,deadevilgrounds-20090312-xcz,Male,Adult,EN,British English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
4621,cyteen-20130524-jnt,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4622,bugsysservant-20091103-vyn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4623,Paddy-20100120-nsy,Female,Adult,EN,Australian English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4624,Tinchio-20100821-bht,Male,Youth,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4625,anonymous-20130104-vse,Male,Adult,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4626,bugsysservant-20091103-bhy,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4627,davidlynnthomson-20170222-hej,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4628,anonymous-20130717-gqf,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4629,Saul-20080221-xai,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4630,pcsnpny-20150508-pvl,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4631,sharrington-20081018-lmj,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4632,tsmock-20120728-ryi,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4633,robertburrelldonkin-20070902-arthur,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4634,tsmock-20110613-zmu,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4635,ruagal-20141125-vei,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
4636,robertburrelldonkin-20071007-vf22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4637,farmerjack-20080918-xtb,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4638,adamvan2000-20090911-njp,Male,Adult,EN,Canadian English,48000,wav,Other,VoxForge Speech Submission Application
4639,hh00010-20130517-wll,Male,Youth,EN,British English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4640,anonymous-20120810-nuq,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4641,anonymous-20120221-sji,Male,Youth,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4642,anonymous-20120708-bcs,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4643,pcsnpny-20160207-cau,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4644,JVUnderground-20100821-qxi,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4645,anonymous-20090209-ukf,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4646,SteliosKoroneos-20090926-xvv,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4647,anonymous-20140601-qsa,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
4648,anonymous-20120118-jiq,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4649,mjbulldog60-20120923-rga,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4650,anonymous-20111114-bqi,female,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
4651,anonymous-20100120-ecr,male,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
4652,ae-20100821-xop,Male,Youth,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4653,benoliver999-20100207-euk,Male,Adult,EN,British English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
4654,khemboy-20090129-gno,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4655,akiplaner-20100130-qpr,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4656,anonymous-20160425-nra,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4657,glenton-20090924-puv,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4658,chrisdittmar-20130108-ywz,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4659,Steltek-20090509-zle,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4660,anonymous-20110429-vab,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4661,neuralnet-20090811-cwg,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4662,anonymous-20120425-nbn,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4663,anonymous-20071027-xjk,Male,Adult,N/A,American English,48000,wav,N/A,VoxForge Speech Submission Application
4664,anonymous-20100719-vdp,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4665,anonymous-20150417-qko,Female,Youth,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4666,anonymous-20100618-wkq,Male,Adult,EN,European English,48000,wav,unknown,VoxForge Speech Submission Application
4667,anonymous-20161109-etd,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4668,grigi-20150812-zxi,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4669,camdixon-20141207-bnr,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4670,mark-20130813-moq,Male,Adult,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4671,anonymous-20081110-rvw,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4672,danuthaiduc-20080128,male,N/A,N/A,European English,N/A,wav,headset mic,Audacity rel 1
4673,kmitch-20100603-sfu,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4674,robin-20070401-vf19,male,N/A,N/A,British English ,N/A,wav,N/A,Audacity rel 1
4675,frankx-20120105-gjo,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4676,anonymous-20101021-hbo,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4677,spych102-20120324-dms,Male,Adult,EN,British English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4678,anonymous-20080912-cdd,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4679,bonzer-20090919-fau,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4680,farmerjack-20080915-uhr,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4681,JGatlin-20100328-dzt,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4682,anonymous-20090426-crp,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4683,MSypkensSmit-20080803-ywv,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4684,chrisspen-20120511-agv,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4685,tsmock-20120806-hlo,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4686,farmerjack-20080918-rze,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4687,Catbells-20111008-awq,Female,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4688,ralfherzog-20080311-en58,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
4689,neko_nemo-20131221-xdd,Female,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4690,jpaugh-20130304-fua,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4691,anonymous-20140104-zxf,Female,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4692,pcsnpny-20150314-dbt,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4693,markowe-20081210-qjt,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4694,pumpkinslayer-20071020-fct,Male,Adult,N/A,South African English,48000,wav,N/A,VoxForge Speech Submission Application
4695,jlam-20120412-gdu,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
4696,bugsysservant-20091103-uhs,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4697,kfinity-20110920-vck,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4698,anonymous-20090527-frh,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4699,Superkoop-20131103-tkd,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4700,ShingoTamai-20080918-zlq,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4701,hardillb-20141224-poj,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4702,anonymous-20090218-xan,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4703,L1ttl3J1m-20090701-yfs,Male,Adult,EN,Australian English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
4704,anonymous-20140108-erp,Male,Adult,EN,European English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4705,anonymous-20100106-vhm,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4706,farmerjack-20080917-qkz,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4707,Sterna-20110105-hri,male,adult,EN,European English,48000,wav,unknown,VoxForge Speech Submission Application
4708,anonymous-20100602-rwj,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4709,joehms22-20131229-tul,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4710,evangelosrekl-20110622-bze,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4711,pcsnpny-20150321-svv,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4712,anonymous-20090830-opn,male,adult,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
4713,V-20080318-gwt,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4714,rortiz-20160226-xlu,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4715,nico-20100418-bvy,Male,Adult,EN,Other,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
4716,letsdothis-20080428-tfe,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4717,ajforesto4Christ-20120313-wgj,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4718,MP-20120704-okq,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4719,anonymous-20101104-ury,Male,Youth,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4720,grep-20120522-hqc,Male,Adult,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4721,sdrazin-20111001-cpy,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4722,anonymous-20130213-cio,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4723,johnmhill-20100324-fxw,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4724,anonymous-20110423-rys,Male,Senior,EN,European English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4725,Steltek-20090530-soj,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4726,pcsnpny-20150206-bjh,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4727,ColinBeckingham-20100118-snw,Male,Senior,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4728,anonymous-20111029-ptj,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4729,anonymous-20080220-eih,Male,Youth,EN,European English,48000,wav,Other,VoxForge Speech Submission Application
4730,Donato-20090521-eji,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4731,doublesfrogs-20150224-ytq,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4732,anonymous-20120924-nrn,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
4733,anonymous-20120116-qkw,Male,Adult,EN,European English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
4734,PoHandle-20091222-pbi,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4735,anonymous-20090106-uqf,male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4736,anonymous-20110411-ymk,male,adult,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
4737,anonymous-20120503-pcm,male,adult,EN,other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4738,asladic-20120203-dzz,Male,Adult,EN,Other,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
4739,Derek-20090226-wrz,Male,Youth,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4740,akiplaner-20091219-eyz,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4741,Decent-20110516-mdq,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4742,anonymous-20100602-mym,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4743,majiq-20090811-kme,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4744,pcsnpny-20150317-hnn,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4745,farmerjack-20080917-apb,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4746,anonymous-20100821-ntp,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4747,anonymous-20110802-sqr,Male,Adult,EN,other,48000,wav,Headset mic,VoxForge Speech Submission Application
4748,anonymous-20150301-hjt,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4749,anonymous-20120727-gls,Female,Youth,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4750,anonymous-20151206-vpw,Please Select,Please Select,EN,Please Select,48000,wav,Please Select,VoxForge Speech Submission Application
4751,JayCutlersBrother-20080919-dmf,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4752,asip42-20170122-zhi,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4753,anonymous-20140729-bee,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4754,anonymous-20090115-lgb,Male,Youth,EN,European English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4755,Catbells-20110527-zjd,Female,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4756,paddy-20080911-kaf,Male,Adult,EN,New Zealand English,48000,wav,Studio mic,VoxForge Speech Submission Application
4757,anonymous-20130324-eci,male,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
4758,anonymous-20110719-rxx,Please Select,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4759,xh-20100802-jzc,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4760,ada-20090105-axq,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4761,anonymous-20110107-bbn,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
4762,makozu-20100219-ocx,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4763,anonymous-20090711-qjs,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4764,anonymous-20100610-dxf,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4765,mrteye-20130906-wdn,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4766,Everett-20130514-hkp,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4767,anonymous-20080907-svz,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4768,anonymous-20080907-uue,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4769,peope-20081228-fnh,Male,Adult,EN,European English,48000,wav,unknown,VoxForge Speech Submission Application
4770,anonymous-20100321-btm,unknown,unknown,EN,unknown,48000,wav,unknown,VoxForge Speech Submission Application
4771,patmo-20080225-qpb,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4772,pcsnpny-20150314-oqa,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4773,bhavanikrishna-20100108-kth,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4774,anonymous-20090902-aad,Female,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4775,anonymous-20071025-lvi,Male,Youth,N/A,American English,48000,wav,N/A,VoxForge Speech Submission Application
4776,23yipikaye-20100807-ujm,Male,Adult,EN,Other,48000,wav,Studio mic,VoxForge Speech Submission Application
4777,kadoban-20120417-kih,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4778,anonymous-20100209-bhk,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4779,anonymous-20161221-iei,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
4780,anonymous-20100204-jll,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4781,grill-20120728-myn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4782,anonymous-20180516-mwb,Male,Youth,en,Indian English,48000,wav,WebCam mic,standalone VoxForge speech submission application
4783,ralfherzog-20080203-en51,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
4784,Elvis-20120526-chb,Male,Senior,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4785,bloomtom-20080612-mvm,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4786,JayCutlersBrother-20080919-ryd,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4787,anonymous-20100810-utr,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4788,anonymous-20140729-ipn,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4789,puggmahone-20101025-leg,male,adult,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
4790,rortiz-20160226-dqc,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4791,Robin-20071228-hwd,Male,Adult,EN,European English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4792,anonymous-20090703-nua,male,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
4793,farmerjack-20080918-jbx,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4794,doublesfrogs-20150224-gfi,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4795,LunaTick-20080329-vf2,male,N/A,EN,New Zealand English,N/A,flac,headset mic,Audacity rel 1
4796,anonymous-20090917-mmc,Female,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4797,anonymous-20100106-xmf,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
4798,sharrington-20081018-ygq,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4799,anonymous-20170610-rck,Male,Adult,EN,British English,48000,wav,USB Headset mic,standalone VoxForge speech submission application
4800,pcsnpny-20150508-zqx,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4801,anonymous-20090218-klq,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4802,camdixon-20130819-mvp,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
4803,anonymous-20090331-zxo,unknown,unknown,EN,unknown,48000,wav,Headset mic,VoxForge Speech Submission Application
4804,k-20090202-ncv,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
4805,pcsnpny-20150313-rdp,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
4806,osaple-20100701-ywe,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4807,anonymous-20110530-zqg,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
4808,clarkjc-20120805-rwd,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
4809,anonymous-20081023-jpl,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
4810,Steltek-20090509-zma,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4811,anonymous-20140516-sbp,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
4812,doublesfrogs-20150224-efc,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
4813,ColinBeckingham-20091213-gzk,Male,Senior,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
